code_3,code_1,script,name,family,type,tok_code,proxy,auto_assigned,default_code_1,default_script
jam,,Latn,Jamaican Creole English,Creole,StanzaTokenizer,pcm,TRUE,TRUE,FALSE,TRUE
jav,jv,Java,Javanese,Austronesian,,,TRUE,TRUE,TRUE,FALSE
jav,jv,Latn,Javanese,Austronesian,SpaCyTokenizer,ms,TRUE,TRUE,TRUE,TRUE
jbo,,Latn,Lojban,,SpaCyTokenizer,xx,TRUE,TRUE,FALSE,TRUE
jbu,,Latn,Jukun Takum,Niger-Congo,SpaCyTokenizer,tn,TRUE,TRUE,FALSE,TRUE
jic,,Latn,Tol,Jicaquean,SpaCyTokenizer,xx,TRUE,TRUE,FALSE,TRUE
jiv,,Latn,Shuar,Jivaroan,SpaCyTokenizer,xx,TRUE,TRUE,FALSE,TRUE
jmc,,Latn,Machame,Niger-Congo,SpaCyTokenizer,tn,TRUE,TRUE,FALSE,TRUE
jpn,ja,Jpan,Japanese,Japonic,SpaCyTokenizer,ja,FALSE,FALSE,TRUE,TRUE
jra,,Latn,Jarai,Austronesian,SpaCyTokenizer,ms,TRUE,TRUE,FALSE,TRUE
jun,,Orya,Juang,Austro-Asiatic,WhitespaceTokenizer,,TRUE,TRUE,FALSE,TRUE
jvn,,Latn,Caribbean Javanese,Austronesian,SpaCyTokenizer,ms,TRUE,TRUE,FALSE,TRUE
kaa,,Cyrl,Kara-Kalpak,Turkic,StanzaTokenizer,kk,TRUE,TRUE,FALSE,TRUE
kaa,,Latn,Kara-Kalpak,Turkic,SpaCyTokenizer,xx,TRUE,TRUE,FALSE,FALSE
kab,,Latn,Kabyle,Afro-Asiatic,SpaCyTokenizer,xx,TRUE,TRUE,FALSE,TRUE
kac,,Latn,Kachin,Sino-Tibetan,SpaCyTokenizer,xx,TRUE,TRUE,FALSE,TRUE
kak,,Latn,Kalanguya,Austronesian,SpaCyTokenizer,ms,TRUE,TRUE,FALSE,TRUE
kal,kl,Latn,Kalaallisut,Eskimo-Aleut,SpaCyTokenizer,xx,TRUE,TRUE,TRUE,TRUE
kam,,Latn,Kamba (Kenya),Niger-Congo,SpaCyTokenizer,tn,TRUE,TRUE,FALSE,TRUE
kan,kn,Knda,Kannada,Dravidian,IndicNLPTokenizer,kn,FALSE,FALSE,TRUE,TRUE
kan,kn,Latn,Kannada,Dravidian,SpaCyTokenizer,xx,TRUE,TRUE,TRUE,FALSE
kao,,Latn,Xaasongaxango,Niger-Congo,SpaCyTokenizer,xx,TRUE,TRUE,FALSE,TRUE
kap,,Cyrl,Bezhta,Nakh-Daghestanian,SpaCyTokenizer,xx,TRUE,TRUE,FALSE,TRUE
kaq,,Latn,Capanahua,Panoan,SpaCyTokenizer,xx,TRUE,TRUE,FALSE,TRUE
kas,ks,Arab,Kashmiri,Indo-European,IndicNLPTokenizer,ur,FALSE,FALSE,TRUE,FALSE
kas,ks,Deva,Kashmiri,Indo-European,IndicNLPTokenizer,mr,TRUE,TRUE,TRUE,TRUE
kas,ks,Latn,Kashmiri,Indo-European,StanzaTokenizer,kmr,TRUE,TRUE,TRUE,FALSE
kat,ka,Geor,Georgian,Kartvelian,WhitespaceTokenizer,,FALSE,FALSE,TRUE,TRUE
kau,kr,Arab,Kanuri,,WhitespaceTokenizer,,TRUE,TRUE,FALSE,TRUE
kau,kr,Latn,Kanuri,,SpaCyTokenizer,xx,TRUE,TRUE,FALSE,FALSE
kaz,kk,Cyrl,Kazakh,Turkic,StanzaTokenizer,kk,FALSE,FALSE,TRUE,TRUE
kbc,,Latn,Kadiwéu,Guaykuruan,SpaCyTokenizer,xx,TRUE,TRUE,FALSE,TRUE
kbd,,Cyrl,Kabardian,Abkhaz-Adyghe,SpaCyTokenizer,xx,TRUE,TRUE,FALSE,TRUE
kbh,,Latn,Camsá,Language isolate,SpaCyTokenizer,xx,TRUE,TRUE,FALSE,TRUE
kbm,,Latn,Iwal,Austronesian,SpaCyTokenizer,ms,TRUE,TRUE,FALSE,TRUE
kbo,,Latn,Keliko,Nilo-Saharan,SpaCyTokenizer,xx,TRUE,TRUE,FALSE,TRUE
kbp,,Latn,Kabiyè,Niger-Congo,SpaCyTokenizer,tn,TRUE,TRUE,FALSE,TRUE
kbq,,Latn,Kamano,Trans-New Guinea,SpaCyTokenizer,xx,TRUE,TRUE,FALSE,TRUE
kbr,,Latn,Kafa,Afro-Asiatic,SpaCyTokenizer,xx,TRUE,TRUE,FALSE,TRUE
kby,kr,Latn,Manga Kanuri,Nilo-Saharan,SpaCyTokenizer,xx,TRUE,TRUE,FALSE,TRUE
kca,,Cyrl,Khanty,Uralic,SpaCyTokenizer,xx,TRUE,TRUE,FALSE,TRUE
kcg,,Latn,Tyap,Niger-Congo,SpaCyTokenizer,tn,TRUE,TRUE,FALSE,TRUE
kck,,Latn,Kalanga,Niger-Congo,SpaCyTokenizer,tn,TRUE,TRUE,FALSE,TRUE
kdc,,Latn,Kutu,Niger-Congo,SpaCyTokenizer,tn,TRUE,TRUE,FALSE,TRUE
kde,,Latn,Makonde,Niger-Congo,SpaCyTokenizer,tn,TRUE,TRUE,FALSE,TRUE
kdh,,Latn,Tem,Niger-Congo,SpaCyTokenizer,tn,TRUE,TRUE,FALSE,TRUE
kdi,,Latn,Kumam,Nilo-Saharan,SpaCyTokenizer,xx,TRUE,TRUE,FALSE,TRUE
kdj,,Latn,Karamojong,Nilo-Saharan,SpaCyTokenizer,xx,TRUE,TRUE,FALSE,TRUE
kdl,,Latn,Tsikimba,Niger-Congo,SpaCyTokenizer,tn,TRUE,TRUE,FALSE,TRUE
kdp,,Latn,Kaningdon-Nindem,Niger-Congo,SpaCyTokenizer,tn,TRUE,TRUE,FALSE,TRUE
kdr,,Latn,Karaim,Turkic,SpaCyTokenizer,xx,TRUE,TRUE,FALSE,TRUE
kea,,Latn,Kabuverdianu,Creole,SpaCyTokenizer,xx,TRUE,TRUE,FALSE,TRUE
kei,,Latn,Kei,Austronesian,SpaCyTokenizer,ms,TRUE,TRUE,FALSE,TRUE
kek,,Latn,Kekchí,Mayan,SpaCyTokenizer,xx,TRUE,TRUE,FALSE,TRUE
ken,,Latn,Kenyang,Niger-Congo,SpaCyTokenizer,tn,TRUE,TRUE,FALSE,TRUE
keo,,Latn,Kakwa,Nilo-Saharan,SpaCyTokenizer,xx,TRUE,TRUE,FALSE,TRUE
ker,,Latn,Kera,Afro-Asiatic,SpaCyTokenizer,xx,TRUE,TRUE,FALSE,TRUE
kew,,Latn,West Kewa,Trans-New Guinea,SpaCyTokenizer,xx,TRUE,TRUE,FALSE,TRUE
kex,,Deva,Kukna,Indo-European,IndicNLPTokenizer,kK,TRUE,TRUE,FALSE,TRUE
kez,,Latn,Kukele,Niger-Congo,SpaCyTokenizer,tn,TRUE,TRUE,FALSE,TRUE
kff,,Telu,Koya,Dravidian,IndicNLPTokenizer,te,TRUE,TRUE,FALSE,TRUE
kgf,,Latn,Kube,Trans-New Guinea,SpaCyTokenizer,xx,TRUE,TRUE,FALSE,TRUE
kgk,,Latn,Kaiwá,Tupian,SpaCyTokenizer,xx,TRUE,TRUE,FALSE,TRUE
kgp,,Latn,Kaingang,Jean,SpaCyTokenizer,xx,TRUE,TRUE,FALSE,TRUE
kgr,,Latn,Abun,Language isolate,SpaCyTokenizer,xx,TRUE,TRUE,FALSE,TRUE
kha,,Latn,Khasi,Austro-Asiatic,SpaCyTokenizer,vi,TRUE,TRUE,FALSE,TRUE
khk,mn,Cyrl,Halh Mongolian,Mongolic,StanzaTokenizer,bxr,TRUE,TRUE,TRUE,TRUE
khm,km,Khmr,Khmer,Austro-Asiatic,KhmerTokenizer,,FALSE,FALSE,TRUE,TRUE
khq,,Latn,Koyra Chiini Songhay,Nilo-Saharan,SpaCyTokenizer,xx,TRUE,TRUE,FALSE,TRUE
khs,,Latn,Kasua,Trans-New Guinea,SpaCyTokenizer,xx,TRUE,TRUE,FALSE,TRUE
khy,,Latn,Kele (Democratic Republic of Congo),Niger-Congo,SpaCyTokenizer,tn,TRUE,TRUE,FALSE,TRUE
khz,,Latn,Keapara,Austronesian,SpaCyTokenizer,ms,TRUE,TRUE,FALSE,TRUE
kia,,Latn,Kim,Niger-Congo,SpaCyTokenizer,tn,TRUE,TRUE,FALSE,TRUE
kij,,Latn,Kilivila,Austronesian,SpaCyTokenizer,ms,TRUE,TRUE,FALSE,TRUE
kik,ki,Latn,Kikuyu,Niger-Congo,SpaCyTokenizer,tn,TRUE,TRUE,TRUE,TRUE
kin,rw,Latn,Kinyarwanda,Niger-Congo,SpaCyTokenizer,lg,TRUE,TRUE,TRUE,TRUE
kir,ky,Cyrl,Kirghiz,Turkic,SpaCyTokenizer,ky,FALSE,FALSE,TRUE,TRUE
kiu,,Latn,Kirmanjki (individual language),Indo-European,StanzaTokenizer,kmr,TRUE,TRUE,FALSE,TRUE
kix,,Latn,Khiamniungan Naga,Sino-Tibetan,SpaCyTokenizer,xx,TRUE,TRUE,FALSE,TRUE
kjb,,Latn,Q'anjob'al,Mayan,SpaCyTokenizer,xx,TRUE,TRUE,FALSE,TRUE
kje,,Latn,Kisar,Austronesian,SpaCyTokenizer,ms,TRUE,TRUE,FALSE,TRUE
kjh,,Cyrl,Khakas,Turkic,SpaCyTokenizer,xx,TRUE,TRUE,FALSE,TRUE
kjs,,Latn,East Kewa,Trans-New Guinea,SpaCyTokenizer,xx,TRUE,TRUE,FALSE,TRUE
kkc,,Latn,Odoodee,Trans-New Guinea,SpaCyTokenizer,xx,TRUE,TRUE,FALSE,TRUE
kki,,Latn,Kagulu,Niger-Congo,SpaCyTokenizer,tn,TRUE,TRUE,FALSE,TRUE
kkj,,Latn,Kako,Niger-Congo,SpaCyTokenizer,tn,TRUE,TRUE,FALSE,TRUE
kkl,,Latn,Kosarek Yale,Trans-New Guinea,SpaCyTokenizer,xx,TRUE,TRUE,FALSE,TRUE
kle,,Deva,Kulung (Nepal),Sino-Tibetan,IndicNLPTokenizer,hi,TRUE,TRUE,FALSE,TRUE
kln,,Latn,Kalenjin,,SpaCyTokenizer,xx,TRUE,TRUE,FALSE,TRUE
klt,,Latn,Nukna,Trans-New Guinea,SpaCyTokenizer,xx,TRUE,TRUE,FALSE,TRUE
klv,,Latn,Maskelynes,Austronesian,SpaCyTokenizer,ms,TRUE,TRUE,FALSE,TRUE
kma,,Latn,Konni,Niger-Congo,SpaCyTokenizer,tn,TRUE,TRUE,FALSE,TRUE
kmb,,Latn,Kimbundu,Niger-Congo,SpaCyTokenizer,tn,TRUE,TRUE,FALSE,TRUE
kmd,,Latn,Majukayang Kalinga,Austronesian,SpaCyTokenizer,ms,TRUE,TRUE,FALSE,TRUE
kmg,,Latn,Kâte,Trans-New Guinea,SpaCyTokenizer,xx,TRUE,TRUE,FALSE,TRUE
kmh,,Latn,Kalam,Trans-New Guinea,SpaCyTokenizer,xx,TRUE,TRUE,FALSE,TRUE
kmk,,Latn,Limos Kalinga,Austronesian,SpaCyTokenizer,ms,TRUE,TRUE,FALSE,TRUE
kmm,,Latn,Kom (India),Sino-Tibetan,SpaCyTokenizer,xx,TRUE,TRUE,FALSE,TRUE
kmo,,Latn,Kwoma,Sepik,SpaCyTokenizer,xx,TRUE,TRUE,FALSE,TRUE
kmr,ku,Cyrl,Northern Kurdish,Indo-European,SpaCyTokenizer,xx,TRUE,TRUE,FALSE,FALSE
kmr,ku,Latn,Northern Kurdish,Indo-European,StanzaTokenizer,kmr,FALSE,FALSE,FALSE,TRUE
kms,,Latn,Kamasau,Torricelli,SpaCyTokenizer,xx,TRUE,TRUE,FALSE,TRUE
kmu,,Latn,Kanite,Trans-New Guinea,SpaCyTokenizer,xx,TRUE,TRUE,FALSE,TRUE
kmy,,Latn,Koma,Niger-Congo,SpaCyTokenizer,tn,TRUE,TRUE,FALSE,TRUE
knc,kr,Arab,Central Kanuri,Nilo-Saharan,WhitespaceTokenizer,,TRUE,TRUE,TRUE,TRUE
knc,kr,Latn,Central Kanuri,Nilo-Saharan,SpaCyTokenizer,xx,TRUE,TRUE,TRUE,FALSE
kne,,Latn,Kankanaey,Austronesian,SpaCyTokenizer,ms,TRUE,TRUE,FALSE,TRUE
knf,,Latn,Mankanya,Niger-Congo,StanzaTokenizer,wo,TRUE,TRUE,FALSE,TRUE
kng,kg,Latn,Koongo,Niger-Congo,SpaCyTokenizer,tn,TRUE,TRUE,TRUE,TRUE
knj,,Latn,Western Kanjobal,Mayan,SpaCyTokenizer,xx,TRUE,TRUE,FALSE,TRUE
knk,,Latn,Kuranko,Niger-Congo,SpaCyTokenizer,xx,TRUE,TRUE,FALSE,TRUE
kno,,Latn,Kono (Sierra Leone),Niger-Congo,SpaCyTokenizer,xx,TRUE,TRUE,FALSE,TRUE
knv,,Latn,Tabo,South-Central Papuan,SpaCyTokenizer,xx,TRUE,TRUE,FALSE,TRUE
knx,,Latn,Kendayan,Austronesian,SpaCyTokenizer,ms,TRUE,TRUE,FALSE,TRUE
kny,,Latn,Kanyok,Niger-Congo,SpaCyTokenizer,tn,TRUE,TRUE,FALSE,TRUE
kog,,Latn,Cogui,Chibchan,SpaCyTokenizer,xx,TRUE,TRUE,FALSE,TRUE
koi,kv,Cyrl,Komi-Permyak,Uralic,SpaCyTokenizer,xx,TRUE,TRUE,FALSE,TRUE
kok,,Deva,Konkani (macrolanguage),,WhitespaceTokenizer,,TRUE,TRUE,FALSE,TRUE
kok,,Latn,Konkani (macrolanguage),,SpaCyTokenizer,xx,TRUE,TRUE,FALSE,FALSE
kom,kv,Cyrl,Komi,,SpaCyTokenizer,xx,TRUE,TRUE,FALSE,TRUE
kon,kg,Latn,Kongo,,SpaCyTokenizer,tn,TRUE,TRUE,FALSE,TRUE
koo,,Latn,Konzo,Niger-Congo,SpaCyTokenizer,lg,TRUE,TRUE,FALSE,TRUE
kor,ko,Hang,Korean,Koreanic,KiwiTokenizer,,FALSE,FALSE,TRUE,TRUE
kos,,Latn,Kosraean,Austronesian,SpaCyTokenizer,ms,TRUE,TRUE,FALSE,TRUE
kpe,,Latn,Kpelle,,SpaCyTokenizer,xx,TRUE,TRUE,FALSE,TRUE
kpf,,Latn,Komba,Trans-New Guinea,SpaCyTokenizer,xx,TRUE,TRUE,FALSE,TRUE
kpg,,Latn,Kapingamarangi,Austronesian,SpaCyTokenizer,ms,TRUE,TRUE,FALSE,TRUE
kpj,,Latn,Karajá,Karajá,SpaCyTokenizer,xx,TRUE,TRUE,FALSE,TRUE
kpq,,Latn,Korupun-Sela,Trans-New Guinea,SpaCyTokenizer,xx,TRUE,TRUE,FALSE,TRUE
kpr,,Latn,Korafe-Yegha,Trans-New Guinea,SpaCyTokenizer,xx,TRUE,TRUE,FALSE,TRUE
kpv,kv,Cyrl,Komi-Zyrian,Uralic,SpaCyTokenizer,xx,TRUE,TRUE,TRUE,TRUE
kpw,,Latn,Kobon,Trans-New Guinea,SpaCyTokenizer,xx,TRUE,TRUE,FALSE,TRUE
kpx,,Latn,Mountain Koiali,Trans-New Guinea,SpaCyTokenizer,xx,TRUE,TRUE,FALSE,TRUE
kpz,,Latn,Kupsabiny,Nilo-Saharan,SpaCyTokenizer,xx,TRUE,TRUE,FALSE,TRUE
kqa,,Latn,Mum,Trans-New Guinea,SpaCyTokenizer,xx,TRUE,TRUE,FALSE,TRUE
kqc,,Latn,Doromu-Koki,Trans-New Guinea,SpaCyTokenizer,xx,TRUE,TRUE,FALSE,TRUE
kqe,,Latn,Kalagan,Austronesian,SpaCyTokenizer,tl,TRUE,TRUE,FALSE,TRUE
kqf,,Latn,Kakabai,Austronesian,SpaCyTokenizer,ms,TRUE,TRUE,FALSE,TRUE
kql,,Latn,Kyenele,Yuat,SpaCyTokenizer,xx,TRUE,TRUE,FALSE,TRUE
kqn,,Latn,Kaonde,Niger-Congo,SpaCyTokenizer,tn,TRUE,TRUE,FALSE,TRUE
kqo,,Latn,Eastern Krahn,Niger-Congo,SpaCyTokenizer,tn,TRUE,TRUE,FALSE,TRUE
kqp,,Latn,Kimré,Afro-Asiatic,SpaCyTokenizer,xx,TRUE,TRUE,FALSE,TRUE
kqs,,Latn,Northern Kissi,Niger-Congo,StanzaTokenizer,wo,TRUE,TRUE,FALSE,TRUE
kqw,,Latn,Kandas,Austronesian,SpaCyTokenizer,ms,TRUE,TRUE,FALSE,TRUE
kqy,,Ethi,Koorete,Afro-Asiatic,WhitespaceTokenizer,,TRUE,TRUE,FALSE,TRUE
krc,,Cyrl,Karachay-Balkar,Turkic,StanzaTokenizer,kk,TRUE,TRUE,FALSE,TRUE
kri,,Latn,Krio,Creole,StanzaTokenizer,pcm,TRUE,TRUE,FALSE,TRUE
krj,,Latn,Kinaray-A,Austronesian,SpaCyTokenizer,tl,TRUE,TRUE,FALSE,TRUE
krl,,Latn,Karelian,Uralic,SpaCyTokenizer,fi,TRUE,TRUE,FALSE,TRUE
kru,,Deva,Kurukh,Dravidian,WhitespaceTokenizer,,TRUE,TRUE,FALSE,TRUE
krx,,Latn,Karon,Niger-Congo,StanzaTokenizer,wo,TRUE,TRUE,FALSE,TRUE
ksb,,Latn,Shambala,Niger-Congo,SpaCyTokenizer,tn,TRUE,TRUE,FALSE,TRUE
ksc,,Latn,Southern Kalinga,Austronesian,SpaCyTokenizer,ms,TRUE,TRUE,FALSE,TRUE
ksd,,Latn,Kuanua,Austronesian,SpaCyTokenizer,ms,TRUE,TRUE,FALSE,TRUE
ksf,,Latn,Bafia,Niger-Congo,SpaCyTokenizer,tn,TRUE,TRUE,FALSE,TRUE
ksh,,Latn,Kölsch,Indo-European,SpaCyTokenizer,lb,TRUE,TRUE,FALSE,TRUE
ksj,,Latn,Uare,Trans-New Guinea,SpaCyTokenizer,xx,TRUE,TRUE,FALSE,TRUE
ksp,,Latn,Kaba,Nilo-Saharan,SpaCyTokenizer,xx,TRUE,TRUE,FALSE,TRUE
ksr,,Latn,Borong,Trans-New Guinea,SpaCyTokenizer,xx,TRUE,TRUE,FALSE,TRUE
kss,,Latn,Southern Kisi,Niger-Congo,StanzaTokenizer,wo,TRUE,TRUE,FALSE,TRUE
ksw,,Mymr,S'gaw Karen,Sino-Tibetan,BurmeseTokenizer,,TRUE,TRUE,FALSE,TRUE
ktb,,Ethi,Kambaata,Afro-Asiatic,WhitespaceTokenizer,,TRUE,TRUE,FALSE,TRUE
ktj,,Latn,Plapo Krumen,Niger-Congo,SpaCyTokenizer,tn,TRUE,TRUE,FALSE,TRUE
ktm,,Latn,Kurti,Austronesian,SpaCyTokenizer,ms,TRUE,TRUE,FALSE,TRUE
kto,,Latn,Kuot,Language isolate,SpaCyTokenizer,xx,TRUE,TRUE,FALSE,TRUE
ktu,,Latn,Kituba (Democratic Republic of Congo),Creole,SpaCyTokenizer,xx,TRUE,TRUE,FALSE,TRUE
ktz,,Latn,Juǀʼhoan,Kx’a,SpaCyTokenizer,xx,TRUE,TRUE,FALSE,TRUE
kua,kj,Latn,Kuanyama,Niger-Congo,SpaCyTokenizer,tn,TRUE,TRUE,TRUE,TRUE
kub,,Latn,Kutep,Niger-Congo,SpaCyTokenizer,tn,TRUE,TRUE,FALSE,TRUE
kud,,Latn,Auhelawa,Austronesian,SpaCyTokenizer,ms,TRUE,TRUE,FALSE,TRUE
kue,,Latn,Kuman (Papua New Guinea),Trans-New Guinea,SpaCyTokenizer,xx,TRUE,TRUE,FALSE,TRUE
kuj,,Latn,Kuria,Niger-Congo,SpaCyTokenizer,lg,TRUE,TRUE,FALSE,TRUE
kum,,Cyrl,Kumyk,Turkic,StanzaTokenizer,kk,TRUE,TRUE,FALSE,TRUE
kup,,Latn,Kunimaipa,Trans-New Guinea,SpaCyTokenizer,xx,TRUE,TRUE,FALSE,TRUE
kur,ku,Arab,Kurdish,,IndicNLPTokenizer,ur,TRUE,TRUE,FALSE,TRUE
kur,ku,Cyrl,Kurdish,,SpaCyTokenizer,xx,TRUE,TRUE,FALSE,FALSE
kur,ku,Latn,Kurdish,,SpaCyTokenizer,xx,TRUE,TRUE,FALSE,FALSE
kus,,Latn,Kusaal,Niger-Congo,SpaCyTokenizer,tn,TRUE,TRUE,FALSE,TRUE
kvg,,Latn,Kuni-Boazi,Trans-New Guinea,SpaCyTokenizer,xx,TRUE,TRUE,FALSE,TRUE
kvj,,Latn,Psikye,Afro-Asiatic,SpaCyTokenizer,xx,TRUE,TRUE,FALSE,TRUE
kvn,,Latn,Border Kuna,Chibchan,SpaCyTokenizer,xx,TRUE,TRUE,FALSE,TRUE
kwd,,Latn,Kwaio,Austronesian,SpaCyTokenizer,ms,TRUE,TRUE,FALSE,TRUE
kwf,,Latn,Kwara'ae,Austronesian,SpaCyTokenizer,ms,TRUE,TRUE,FALSE,TRUE
kwi,,Latn,Awa-Cuaiquer,Barbacoan,SpaCyTokenizer,xx,TRUE,TRUE,FALSE,TRUE
kwj,,Latn,Kwanga,Sepik,SpaCyTokenizer,xx,TRUE,TRUE,FALSE,TRUE
kwn,,Latn,Kwangali,Niger-Congo,SpaCyTokenizer,tn,TRUE,TRUE,FALSE,TRUE
kwy,kg,Latn,San Salvador Kongo,Niger-Congo,SpaCyTokenizer,tn,TRUE,TRUE,FALSE,TRUE
kxc,,Ethi,Konso,Afro-Asiatic,WhitespaceTokenizer,,TRUE,TRUE,FALSE,TRUE
kxm,,Thai,Northern Khmer,Austro-Asiatic,ThaiTokenizer,,TRUE,TRUE,FALSE,TRUE
kxw,,Latn,Konai,Trans-New Guinea,SpaCyTokenizer,xx,TRUE,TRUE,FALSE,TRUE
kyc,,Latn,Kyaka,Trans-New Guinea,SpaCyTokenizer,xx,TRUE,TRUE,FALSE,TRUE
kyf,,Latn,Kouya,Niger-Congo,SpaCyTokenizer,tn,TRUE,TRUE,FALSE,TRUE
kyg,,Latn,Keyagana,Trans-New Guinea,SpaCyTokenizer,xx,TRUE,TRUE,FALSE,TRUE
kyq,,Latn,Kenga,Nilo-Saharan,SpaCyTokenizer,xx,TRUE,TRUE,FALSE,TRUE
kyu,,Kali,Western Kayah,Sino-Tibetan,WhitespaceTokenizer,,TRUE,TRUE,FALSE,FALSE
kyu,,Latn,Western Kayah,Sino-Tibetan,SpaCyTokenizer,xx,TRUE,TRUE,FALSE,TRUE
kyu,,Mymr,Western Kayah,Sino-Tibetan,BurmeseTokenizer,,TRUE,TRUE,FALSE,FALSE
kyz,,Latn,Kayabí,Tupian,SpaCyTokenizer,xx,TRUE,TRUE,FALSE,TRUE
kze,,Latn,Kosena,Trans-New Guinea,SpaCyTokenizer,xx,TRUE,TRUE,FALSE,TRUE
kzf,,Latn,Da'a Kaili,Austronesian,SpaCyTokenizer,ms,TRUE,TRUE,FALSE,TRUE
kzj,,Latn,,,SpaCyTokenizer,xx,TRUE,TRUE,FALSE,TRUE
kzn,,Latn,Kokola,Niger-Congo,SpaCyTokenizer,tn,TRUE,TRUE,FALSE,TRUE
lac,,Latn,Lacandon,Mayan,SpaCyTokenizer,xx,TRUE,TRUE,FALSE,TRUE
lad,,Hebr,Ladino,Indo-European,WhitespaceTokenizer,,TRUE,TRUE,FALSE,FALSE
lad,,Latn,Ladino,Indo-European,SpaCyTokenizer,es,TRUE,TRUE,FALSE,TRUE
lah,,Arab,Lahnda,,WhitespaceTokenizer,,TRUE,TRUE,FALSE,TRUE
lai,,Latn,Lambya,Niger-Congo,SpaCyTokenizer,tn,TRUE,TRUE,FALSE,TRUE
laj,,Latn,Lango (Uganda),Nilo-Saharan,SpaCyTokenizer,xx,TRUE,TRUE,FALSE,TRUE
lam,,Latn,Lamba,Niger-Congo,SpaCyTokenizer,tn,TRUE,TRUE,FALSE,TRUE
lao,lo,Laoo,Lao,Kra-Dai,LaoTokenizer,,FALSE,FALSE,TRUE,TRUE
lap,,Latn,Laka (Chad),Nilo-Saharan,SpaCyTokenizer,xx,TRUE,TRUE,FALSE,TRUE
las,,Latn,Lama (Togo),Niger-Congo,SpaCyTokenizer,tn,TRUE,TRUE,FALSE,TRUE
lat,la,Latn,Latin,Indo-European,SpaCyTokenizer,la,FALSE,FALSE,TRUE,TRUE
lav,lv,Latn,Latvian,,SpaCyTokenizer,lv,FALSE,FALSE,FALSE,TRUE
law,,Latn,Lauje,Austronesian,SpaCyTokenizer,ms,TRUE,TRUE,FALSE,TRUE
lbb,,Latn,Label,Austronesian,SpaCyTokenizer,ms,TRUE,TRUE,FALSE,TRUE
lbe,,Cyrl,Lak,Nakh-Daghestanian,SpaCyTokenizer,xx,TRUE,TRUE,FALSE,TRUE
lbj,,Tibt,Ladakhi,Sino-Tibetan,TibetanTokenizer,,TRUE,TRUE,FALSE,TRUE
lbk,,Latn,Central Bontok,Austronesian,SpaCyTokenizer,ms,TRUE,TRUE,FALSE,TRUE
lcm,,Latn,Tungag,Austronesian,SpaCyTokenizer,ms,TRUE,TRUE,FALSE,TRUE
lcp,,Thai,Western Lawa,Austro-Asiatic,ThaiTokenizer,,TRUE,TRUE,FALSE,TRUE
ldi,kg,Latn,Laari,Niger-Congo,SpaCyTokenizer,tn,TRUE,TRUE,FALSE,TRUE
ldn,,Latn,Láadan,,SpaCyTokenizer,xx,TRUE,TRUE,FALSE,TRUE
lea,,Latn,Lega-Shabunda,Niger-Congo,SpaCyTokenizer,tn,TRUE,TRUE,FALSE,TRUE
led,,Latn,Lendu,Nilo-Saharan,SpaCyTokenizer,xx,TRUE,TRUE,FALSE,TRUE
lee,,Latn,Lyélé,Niger-Congo,SpaCyTokenizer,tn,TRUE,TRUE,FALSE,TRUE
lef,,Latn,Lelemi,Niger-Congo,SpaCyTokenizer,tn,TRUE,TRUE,FALSE,TRUE
leh,,Latn,Lenje,Niger-Congo,SpaCyTokenizer,tn,TRUE,TRUE,FALSE,TRUE
lem,,Latn,Nomaande,Niger-Congo,SpaCyTokenizer,tn,TRUE,TRUE,FALSE,TRUE
leu,,Latn,Kara (Papua New Guinea),Austronesian,SpaCyTokenizer,ms,TRUE,TRUE,FALSE,TRUE
lew,,Latn,Ledo Kaili,Austronesian,SpaCyTokenizer,ms,TRUE,TRUE,FALSE,TRUE
lex,,Latn,Luang,Austronesian,SpaCyTokenizer,ms,TRUE,TRUE,FALSE,TRUE
lez,,Cyrl,Lezghian,Nakh-Daghestanian,SpaCyTokenizer,xx,TRUE,TRUE,FALSE,TRUE
lfn,,Cyrl,Lingua Franca Nova,,SpaCyTokenizer,xx,TRUE,TRUE,FALSE,FALSE
lfn,,Latn,Lingua Franca Nova,,SpaCyTokenizer,xx,TRUE,TRUE,FALSE,TRUE
lgg,,Latn,Lugbara,Nilo-Saharan,SpaCyTokenizer,xx,TRUE,TRUE,FALSE,TRUE
lgl,,Latn,Wala,Austronesian,SpaCyTokenizer,ms,TRUE,TRUE,FALSE,TRUE
lgm,,Latn,Lega-Mwenga,Niger-Congo,SpaCyTokenizer,tn,TRUE,TRUE,FALSE,TRUE
lhi,,Latn,Lahu Shi,Sino-Tibetan,SpaCyTokenizer,xx,TRUE,TRUE,FALSE,TRUE
lhu,,Latn,Lahu,Sino-Tibetan,SpaCyTokenizer,xx,TRUE,TRUE,FALSE,TRUE
lia,,Latn,West-Central Limba,Niger-Congo,StanzaTokenizer,wo,TRUE,TRUE,FALSE,TRUE
lid,,Latn,Nyindrou,Austronesian,SpaCyTokenizer,ms,TRUE,TRUE,FALSE,TRUE
lif,,Deva,Limbu,Sino-Tibetan,IndicNLPTokenizer,hi,TRUE,TRUE,FALSE,TRUE
lif,,Limb,Limbu,Sino-Tibetan,WhitespaceTokenizer,,TRUE,TRUE,FALSE,FALSE
lij,,Latn,Ligurian,Indo-European,SpaCyTokenizer,lij,FALSE,FALSE,FALSE,TRUE
lim,li,Latn,Limburgan,Indo-European,SpaCyTokenizer,nl,TRUE,TRUE,TRUE,TRUE
